D,Proposed,Rahimi,Sanyal,Chen,ZZhu,Zhu,Conventional,Yuan11,Yuan15,ProposedLTT,ProposedLTB,ProposedLTT2,ProposedLTTv2
510.0,106.416015625,106.416015625,84.8330078125,212.8330078125,21.3330078125,212.8330078125,1447.666015625,21.3330078125,42.416015625,10.666015625,74.666015625,232.916015625,-21.33349609375
511.0,106.416015625,106.416015625,84.8330078125,212.8330078125,21.3330078125,212.8330078125,1447.666015625,21.3330078125,42.416015625,10.666015625,74.666015625,232.916015625,-21.33349609375
512.0,106.416015625,106.416015625,84.8330078125,212.8330078125,21.3330078125,212.8330078125,1449.666015625,21.3330078125,106.416015625,10.666015625,74.666015625,232.916015625,-21.33349609375
513.0,106.416015625,106.416015625,84.8330078125,212.8330078125,21.3330078125,212.8330078125,1449.666015625,21.3330078125,106.416015625,10.666015625,74.666015625,232.916015625,-21.33349609375
514.0,106.4140625,106.1640625,84.8310546875,212.8310546875,21.5810546875,212.8291015625,1451.658203125,21.8291015625,106.4140625,10.6640625,74.6640625,232.9140625,-21.08544921875
515.0,106.4140625,106.1640625,84.8310546875,212.8310546875,21.5810546875,212.8291015625,1451.658203125,21.8291015625,106.4140625,10.6640625,74.6640625,232.9140625,-21.08544921875
516.0,106.41015625,106.16015625,84.8271484375,212.8271484375,21.8271484375,212.8212890625,1453.642578125,22.3212890625,106.41015625,11.16015625,75.16015625,232.91015625,-20.83935546875
517.0,106.41015625,106.16015625,84.8271484375,212.8271484375,21.8271484375,212.8212890625,1453.642578125,22.3212890625,106.41015625,11.16015625,75.16015625,232.91015625,-20.83935546875
518.0,106.404296875,106.404296875,84.8212890625,212.8212890625,22.0712890625,212.8095703125,1455.619140625,22.8095703125,106.404296875,11.154296875,75.154296875,232.904296875,-20.59521484375
519.0,106.404296875,106.404296875,84.8212890625,212.8212890625,22.0712890625,212.8095703125,1455.619140625,22.8095703125,106.404296875,11.154296875,75.154296875,232.904296875,-20.59521484375
520.0,106.396484375,106.396484375,84.8134765625,212.8134765625,22.3134765625,212.7939453125,1457.587890625,23.2939453125,106.396484375,11.646484375,75.646484375,232.896484375,-20.35302734375
521.0,106.396484375,106.396484375,84.8134765625,212.8134765625,22.3134765625,212.7939453125,1457.587890625,23.2939453125,106.396484375,11.646484375,75.646484375,232.896484375,-20.35302734375
522.0,106.38671875,106.13671875,84.8037109375,212.8037109375,22.5537109375,212.7744140625,1459.548828125,23.7744140625,106.38671875,11.63671875,75.63671875,232.88671875,-20.11279296875
523.0,106.38671875,106.13671875,84.8037109375,212.8037109375,22.5537109375,212.7744140625,1459.548828125,23.7744140625,106.38671875,11.63671875,75.63671875,232.88671875,-20.11279296875
524.0,106.375,106.125,84.7919921875,212.7919921875,22.7919921875,212.7509765625,1461.501953125,24.2509765625,106.375,12.125,76.125,232.875,-19.87451171875
525.0,106.375,106.125,84.7919921875,212.7919921875,22.7919921875,212.7509765625,1461.501953125,24.2509765625,106.375,12.125,76.125,232.875,-19.87451171875
526.0,106.361328125,106.361328125,84.7783203125,212.7783203125,23.0283203125,212.7236328125,1463.447265625,24.7236328125,106.361328125,12.111328125,76.111328125,232.861328125,-19.63818359375
527.0,106.361328125,106.361328125,84.7783203125,212.7783203125,23.0283203125,212.7236328125,1463.447265625,24.7236328125,106.361328125,12.111328125,76.111328125,232.861328125,-19.63818359375
528.0,106.345703125,106.345703125,84.7626953125,212.7626953125,23.2626953125,212.6923828125,1465.384765625,25.1923828125,106.345703125,12.595703125,76.595703125,232.845703125,-19.40380859375
529.0,106.345703125,106.345703125,84.7626953125,212.7626953125,23.2626953125,212.6923828125,1465.384765625,25.1923828125,106.345703125,12.595703125,76.595703125,232.845703125,-19.40380859375
530.0,106.328125,106.078125,84.7451171875,212.7451171875,23.4951171875,212.6572265625,1467.314453125,25.6572265625,106.328125,12.578125,76.578125,232.828125,-19.17138671875
531.0,106.328125,106.078125,84.7451171875,212.7451171875,23.4951171875,212.6572265625,1467.314453125,25.6572265625,106.328125,12.578125,76.578125,232.828125,-19.17138671875
532.0,106.30859375,106.05859375,84.7255859375,212.7255859375,23.7255859375,212.6181640625,1469.236328125,26.1181640625,106.30859375,13.05859375,77.05859375,232.80859375,-18.94091796875
533.0,106.30859375,106.05859375,84.7255859375,212.7255859375,23.7255859375,212.6181640625,1469.236328125,26.1181640625,106.30859375,13.05859375,77.05859375,232.80859375,-18.94091796875
534.0,106.287109375,106.287109375,84.7041015625,212.7041015625,23.9541015625,212.5751953125,1471.150390625,26.5751953125,106.287109375,13.037109375,77.037109375,232.787109375,-18.71240234375
535.0,106.287109375,106.287109375,84.7041015625,212.7041015625,23.9541015625,212.5751953125,1471.150390625,26.5751953125,106.287109375,13.037109375,77.037109375,232.787109375,-18.71240234375
536.0,106.263671875,106.263671875,84.6806640625,212.6806640625,24.1806640625,212.5283203125,1473.056640625,27.0283203125,106.263671875,13.513671875,77.513671875,232.763671875,-18.48583984375
537.0,106.263671875,106.263671875,84.6806640625,212.6806640625,24.1806640625,212.5283203125,1473.056640625,27.0283203125,106.263671875,13.513671875,77.513671875,232.763671875,-18.48583984375
538.0,106.23828125,105.98828125,84.6552734375,212.6552734375,24.4052734375,212.4775390625,1474.955078125,27.4775390625,106.23828125,13.48828125,77.48828125,232.73828125,-18.26123046875
539.0,106.23828125,105.98828125,84.6552734375,212.6552734375,24.4052734375,212.4775390625,1474.955078125,27.4775390625,106.23828125,13.48828125,77.48828125,232.73828125,-18.26123046875
540.0,106.2109375,105.9609375,84.6279296875,212.6279296875,24.6279296875,212.4228515625,1476.845703125,27.9228515625,106.2109375,13.9609375,77.9609375,232.7109375,-18.03857421875
541.0,106.2109375,105.9609375,84.6279296875,212.6279296875,24.6279296875,212.4228515625,1476.845703125,27.9228515625,106.2109375,13.9609375,77.9609375,232.7109375,-18.03857421875
542.0,106.181640625,106.181640625,84.5986328125,212.5986328125,24.8486328125,212.3642578125,1478.728515625,28.3642578125,106.181640625,13.931640625,77.931640625,232.681640625,-17.81787109375
543.0,106.181640625,106.181640625,84.5986328125,212.5986328125,24.8486328125,212.3642578125,1478.728515625,28.3642578125,106.181640625,13.931640625,77.931640625,232.681640625,-17.81787109375
544.0,106.150390625,106.150390625,84.5673828125,212.5673828125,25.0673828125,212.3017578125,1480.603515625,28.8017578125,106.150390625,14.400390625,78.400390625,232.650390625,-17.59912109375
545.0,106.150390625,106.150390625,84.5673828125,212.5673828125,25.0673828125,212.3017578125,1480.603515625,28.8017578125,106.150390625,14.400390625,78.400390625,232.650390625,-17.59912109375
546.0,106.1171875,105.8671875,84.5341796875,212.5341796875,25.2841796875,212.2353515625,1482.470703125,29.2353515625,106.1171875,14.3671875,78.3671875,232.6171875,-17.38232421875
547.0,106.1171875,105.8671875,84.5341796875,212.5341796875,25.2841796875,212.2353515625,1482.470703125,29.2353515625,106.1171875,14.3671875,78.3671875,232.6171875,-17.38232421875
548.0,106.08203125,105.83203125,84.4990234375,212.4990234375,25.4990234375,212.1650390625,1484.330078125,29.6650390625,106.08203125,14.83203125,78.83203125,232.58203125,-17.16748046875
549.0,106.08203125,105.83203125,84.4990234375,212.4990234375,25.4990234375,212.1650390625,1484.330078125,29.6650390625,106.08203125,14.83203125,78.83203125,232.58203125,-17.16748046875
550.0,106.044921875,106.044921875,84.4619140625,212.4619140625,25.7119140625,212.0908203125,1486.181640625,30.0908203125,106.044921875,14.794921875,78.794921875,232.544921875,-16.95458984375
551.0,106.044921875,106.044921875,84.4619140625,212.4619140625,25.7119140625,212.0908203125,1486.181640625,30.0908203125,106.044921875,14.794921875,78.794921875,232.544921875,-16.95458984375
552.0,106.005859375,106.005859375,84.4228515625,212.4228515625,25.9228515625,212.0126953125,1488.025390625,30.5126953125,106.005859375,15.255859375,79.255859375,232.505859375,-16.74365234375
553.0,106.005859375,106.005859375,84.4228515625,212.4228515625,25.9228515625,212.0126953125,1488.025390625,30.5126953125,106.005859375,15.255859375,79.255859375,232.505859375,-16.74365234375
554.0,105.96484375,105.71484375,84.3818359375,212.3818359375,26.1318359375,211.9306640625,1489.861328125,30.9306640625,105.96484375,15.21484375,79.21484375,232.46484375,-16.53466796875
555.0,105.96484375,105.71484375,84.3818359375,212.3818359375,26.1318359375,211.9306640625,1489.861328125,30.9306640625,105.96484375,15.21484375,79.21484375,232.46484375,-16.53466796875
556.0,105.921875,105.671875,84.3388671875,212.3388671875,26.3388671875,211.8447265625,1491.689453125,31.3447265625,105.921875,15.671875,79.671875,232.421875,-16.32763671875
557.0,105.921875,105.671875,84.3388671875,212.3388671875,26.3388671875,211.8447265625,1491.689453125,31.3447265625,105.921875,15.671875,79.671875,232.421875,-16.32763671875
558.0,105.876953125,105.876953125,84.2939453125,212.2939453125,26.5439453125,211.7548828125,1493.509765625,31.7548828125,105.876953125,15.626953125,79.626953125,232.376953125,-16.12255859375
559.0,105.876953125,105.876953125,84.2939453125,212.2939453125,26.5439453125,211.7548828125,1493.509765625,31.7548828125,105.876953125,15.626953125,79.626953125,232.376953125,-16.12255859375
560.0,105.830078125,105.830078125,84.2470703125,212.2470703125,26.7470703125,211.6611328125,1495.322265625,32.1611328125,105.830078125,16.080078125,80.080078125,232.330078125,-15.91943359375
561.0,105.830078125,105.830078125,84.2470703125,212.2470703125,26.7470703125,211.6611328125,1495.322265625,32.1611328125,105.830078125,16.080078125,80.080078125,232.330078125,-15.91943359375
562.0,105.78125,105.53125,84.1982421875,212.1982421875,26.9482421875,211.5634765625,1497.126953125,32.5634765625,105.78125,16.03125,80.03125,232.28125,-15.71826171875
563.0,105.78125,105.53125,84.1982421875,212.1982421875,26.9482421875,211.5634765625,1497.126953125,32.5634765625,105.78125,16.03125,80.03125,232.28125,-15.71826171875
564.0,105.73046875,105.48046875,84.1474609375,212.1474609375,27.1474609375,211.4619140625,1498.923828125,32.9619140625,105.73046875,16.48046875,80.48046875,232.23046875,-15.51904296875
565.0,105.73046875,105.48046875,84.1474609375,212.1474609375,27.1474609375,211.4619140625,1498.923828125,32.9619140625,105.73046875,16.48046875,80.48046875,232.23046875,-15.51904296875
566.0,105.677734375,105.677734375,84.0947265625,212.0947265625,27.3447265625,211.3564453125,1500.712890625,33.3564453125,105.677734375,16.427734375,80.427734375,232.177734375,-15.32177734375
567.0,105.677734375,105.677734375,84.0947265625,212.0947265625,27.3447265625,211.3564453125,1500.712890625,33.3564453125,105.677734375,16.427734375,80.427734375,232.177734375,-15.32177734375
568.0,105.623046875,105.623046875,84.0400390625,212.0400390625,27.5400390625,211.2470703125,1502.494140625,33.7470703125,105.623046875,16.873046875,80.873046875,232.123046875,-15.12646484375
569.0,105.623046875,105.623046875,84.0400390625,212.0400390625,27.5400390625,211.2470703125,1502.494140625,33.7470703125,105.623046875,16.873046875,80.873046875,232.123046875,-15.12646484375
570.0,105.56640625,105.31640625,83.9833984375,211.9833984375,27.7333984375,211.1337890625,1504.267578125,34.1337890625,105.56640625,16.81640625,80.81640625,232.06640625,-14.93310546875
571.0,105.56640625,105.31640625,83.9833984375,211.9833984375,27.7333984375,211.1337890625,1504.267578125,34.1337890625,105.56640625,16.81640625,80.81640625,232.06640625,-14.93310546875
572.0,105.5078125,105.2578125,83.9248046875,211.9248046875,27.9248046875,211.0166015625,1506.033203125,34.5166015625,105.5078125,17.2578125,81.2578125,232.0078125,-14.74169921875
573.0,105.5078125,105.2578125,83.9248046875,211.9248046875,27.9248046875,211.0166015625,1506.033203125,34.5166015625,105.5078125,17.2578125,81.2578125,232.0078125,-14.74169921875
574.0,105.447265625,105.447265625,83.8642578125,211.8642578125,28.1142578125,210.8955078125,1507.791015625,34.8955078125,105.447265625,17.197265625,81.197265625,231.947265625,-14.55224609375
575.0,105.447265625,105.447265625,83.8642578125,211.8642578125,28.1142578125,210.8955078125,1507.791015625,34.8955078125,105.447265625,17.197265625,81.197265625,231.947265625,-14.55224609375
576.0,105.384765625,105.384765625,83.8017578125,211.8017578125,28.3017578125,210.7705078125,1509.541015625,35.2705078125,105.384765625,17.634765625,81.634765625,231.884765625,-14.36474609375
577.0,105.384765625,105.384765625,83.8017578125,211.8017578125,28.3017578125,210.7705078125,1509.541015625,35.2705078125,105.384765625,17.634765625,81.634765625,231.884765625,-14.36474609375
578.0,105.3203125,105.0703125,83.7373046875,211.7373046875,28.4873046875,210.6416015625,1511.283203125,35.6416015625,105.3203125,17.5703125,81.5703125,231.8203125,-14.17919921875
579.0,105.3203125,105.0703125,83.7373046875,211.7373046875,28.4873046875,210.6416015625,1511.283203125,35.6416015625,105.3203125,17.5703125,81.5703125,231.8203125,-14.17919921875
580.0,105.25390625,105.00390625,83.6708984375,211.6708984375,28.6708984375,210.5087890625,1513.017578125,36.0087890625,105.25390625,18.00390625,82.00390625,231.75390625,-13.99560546875
581.0,105.25390625,105.00390625,83.6708984375,211.6708984375,28.6708984375,210.5087890625,1513.017578125,36.0087890625,105.25390625,18.00390625,82.00390625,231.75390625,-13.99560546875
582.0,105.185546875,105.185546875,83.6025390625,211.6025390625,28.8525390625,210.3720703125,1514.744140625,36.3720703125,105.185546875,17.935546875,81.935546875,231.685546875,-13.81396484375
583.0,105.185546875,105.185546875,83.6025390625,211.6025390625,28.8525390625,210.3720703125,1514.744140625,36.3720703125,105.185546875,17.935546875,81.935546875,231.685546875,-13.81396484375
584.0,105.115234375,105.115234375,83.5322265625,211.5322265625,29.0322265625,210.2314453125,1516.462890625,36.7314453125,105.115234375,18.365234375,82.365234375,231.615234375,-13.63427734375
585.0,105.115234375,105.115234375,83.5322265625,211.5322265625,29.0322265625,210.2314453125,1516.462890625,36.7314453125,105.115234375,18.365234375,82.365234375,231.615234375,-13.63427734375
586.0,105.04296875,104.79296875,83.4599609375,211.4599609375,29.2099609375,210.0869140625,1518.173828125,37.0869140625,105.04296875,18.29296875,82.29296875,231.54296875,-13.45654296875
587.0,105.04296875,104.79296875,83.4599609375,211.4599609375,29.2099609375,210.0869140625,1518.173828125,37.0869140625,105.04296875,18.29296875,82.29296875,231.54296875,-13.45654296875
588.0,104.96875,104.71875,83.3857421875,211.3857421875,29.3857421875,209.9384765625,1519.876953125,37.4384765625,104.96875,18.71875,82.71875,231.46875,-13.28076171875
589.0,104.96875,104.71875,83.3857421875,211.3857421875,29.3857421875,209.9384765625,1519.876953125,37.4384765625,104.96875,18.71875,82.71875,231.46875,-13.28076171875
590.0,104.892578125,104.892578125,83.3095703125,211.3095703125,29.5595703125,209.7861328125,1521.572265625,37.7861328125,104.892578125,18.642578125,82.642578125,231.392578125,-13.10693359375
591.0,104.892578125,104.892578125,83.3095703125,211.3095703125,29.5595703125,209.7861328125,1521.572265625,37.7861328125,104.892578125,18.642578125,82.642578125,231.392578125,-13.10693359375
592.0,104.814453125,104.814453125,83.2314453125,211.2314453125,29.7314453125,209.6298828125,1523.259765625,38.1298828125,104.814453125,19.064453125,83.064453125,231.314453125,-12.93505859375
593.0,104.814453125,104.814453125,83.2314453125,211.2314453125,29.7314453125,209.6298828125,1523.259765625,38.1298828125,104.814453125,19.064453125,83.064453125,231.314453125,-12.93505859375
594.0,104.734375,104.484375,83.1513671875,211.1513671875,29.9013671875,209.4697265625,1524.939453125,38.4697265625,104.734375,18.984375,82.984375,231.234375,-12.76513671875
595.0,104.734375,104.484375,83.1513671875,211.1513671875,29.9013671875,209.4697265625,1524.939453125,38.4697265625,104.734375,18.984375,82.984375,231.234375,-12.76513671875
596.0,104.65234375,104.40234375,83.0693359375,211.0693359375,30.0693359375,209.3056640625,1526.611328125,38.8056640625,104.65234375,19.40234375,83.40234375,231.15234375,-12.59716796875
597.0,104.65234375,104.40234375,83.0693359375,211.0693359375,30.0693359375,209.3056640625,1526.611328125,38.8056640625,104.65234375,19.40234375,83.40234375,231.15234375,-12.59716796875
598.0,104.568359375,104.568359375,82.9853515625,210.9853515625,30.2353515625,209.1376953125,1528.275390625,39.1376953125,104.568359375,19.318359375,83.318359375,231.068359375,-12.43115234375
599.0,104.568359375,104.568359375,82.9853515625,210.9853515625,30.2353515625,209.1376953125,1528.275390625,39.1376953125,104.568359375,19.318359375,83.318359375,231.068359375,-12.43115234375
600.0,104.482421875,104.482421875,82.8994140625,210.8994140625,30.3994140625,208.9658203125,1529.931640625,39.4658203125,104.482421875,19.732421875,83.732421875,230.982421875,-12.26708984375
601.0,104.482421875,104.482421875,82.8994140625,210.8994140625,30.3994140625,208.9658203125,1529.931640625,39.4658203125,104.482421875,19.732421875,83.732421875,230.982421875,-12.26708984375
602.0,104.39453125,104.14453125,82.8115234375,210.8115234375,30.5615234375,208.7900390625,1531.580078125,39.7900390625,104.39453125,19.64453125,83.64453125,230.89453125,-12.10498046875
603.0,104.39453125,104.14453125,82.8115234375,210.8115234375,30.5615234375,208.7900390625,1531.580078125,39.7900390625,104.39453125,19.64453125,83.64453125,230.89453125,-12.10498046875
604.0,104.3046875,104.0546875,82.7216796875,210.7216796875,30.7216796875,208.6103515625,1533.220703125,40.1103515625,104.3046875,20.0546875,84.0546875,230.8046875,-11.94482421875
605.0,104.3046875,104.0546875,82.7216796875,210.7216796875,30.7216796875,208.6103515625,1533.220703125,40.1103515625,104.3046875,20.0546875,84.0546875,230.8046875,-11.94482421875
606.0,104.212890625,104.212890625,82.6298828125,210.6298828125,30.8798828125,208.4267578125,1534.853515625,40.4267578125,104.212890625,19.962890625,83.962890625,230.712890625,-11.78662109375
607.0,104.212890625,104.212890625,82.6298828125,210.6298828125,30.8798828125,208.4267578125,1534.853515625,40.4267578125,104.212890625,19.962890625,83.962890625,230.712890625,-11.78662109375
608.0,104.119140625,104.119140625,82.5361328125,210.5361328125,31.0361328125,208.2392578125,1536.478515625,40.7392578125,104.119140625,20.369140625,84.369140625,230.619140625,-11.63037109375
609.0,104.119140625,104.119140625,82.5361328125,210.5361328125,31.0361328125,208.2392578125,1536.478515625,40.7392578125,104.119140625,20.369140625,84.369140625,230.619140625,-11.63037109375
610.0,104.0234375,103.7734375,82.4404296875,210.4404296875,31.1904296875,208.0478515625,1538.095703125,41.0478515625,104.0234375,20.2734375,84.2734375,230.5234375,-11.47607421875
611.0,104.0234375,103.7734375,82.4404296875,210.4404296875,31.1904296875,208.0478515625,1538.095703125,41.0478515625,104.0234375,20.2734375,84.2734375,230.5234375,-11.47607421875
612.0,103.92578125,103.67578125,82.3427734375,210.3427734375,31.3427734375,207.8525390625,1539.705078125,41.3525390625,103.92578125,20.67578125,84.67578125,230.42578125,-11.32373046875
613.0,103.92578125,103.67578125,82.3427734375,210.3427734375,31.3427734375,207.8525390625,1539.705078125,41.3525390625,103.92578125,20.67578125,84.67578125,230.42578125,-11.32373046875
614.0,103.826171875,103.826171875,82.2431640625,210.2431640625,31.4931640625,207.6533203125,1541.306640625,41.6533203125,103.826171875,20.576171875,84.576171875,230.326171875,-11.17333984375
615.0,103.826171875,103.826171875,82.2431640625,210.2431640625,31.4931640625,207.6533203125,1541.306640625,41.6533203125,103.826171875,20.576171875,84.576171875,230.326171875,-11.17333984375
616.0,103.724609375,103.724609375,82.1416015625,210.1416015625,31.6416015625,207.4501953125,1542.900390625,41.9501953125,103.724609375,20.974609375,84.974609375,230.224609375,-11.02490234375
617.0,103.724609375,103.724609375,82.1416015625,210.1416015625,31.6416015625,207.4501953125,1542.900390625,41.9501953125,103.724609375,20.974609375,84.974609375,230.224609375,-11.02490234375
618.0,103.62109375,103.37109375,82.0380859375,210.0380859375,31.7880859375,207.2431640625,1544.486328125,42.2431640625,103.62109375,20.87109375,84.87109375,230.12109375,-10.87841796875
619.0,103.62109375,103.37109375,82.0380859375,210.0380859375,31.7880859375,207.2431640625,1544.486328125,42.2431640625,103.62109375,20.87109375,84.87109375,230.12109375,-10.87841796875
620.0,103.515625,103.265625,81.9326171875,209.9326171875,31.9326171875,207.0322265625,1546.064453125,42.5322265625,103.515625,21.265625,85.265625,230.015625,-10.73388671875
621.0,103.515625,103.265625,81.9326171875,209.9326171875,31.9326171875,207.0322265625,1546.064453125,42.5322265625,103.515625,21.265625,85.265625,230.015625,-10.73388671875
622.0,103.408203125,103.408203125,81.8251953125,209.8251953125,32.0751953125,206.8173828125,1547.634765625,42.8173828125,103.408203125,21.158203125,85.158203125,229.908203125,-10.59130859375
623.0,103.408203125,103.408203125,81.8251953125,209.8251953125,32.0751953125,206.8173828125,1547.634765625,42.8173828125,103.408203125,21.158203125,85.158203125,229.908203125,-10.59130859375
624.0,103.298828125,103.298828125,81.7158203125,209.7158203125,32.2158203125,206.5986328125,1549.197265625,43.0986328125,103.298828125,21.548828125,85.548828125,229.798828125,-10.45068359375
625.0,103.298828125,103.298828125,81.7158203125,209.7158203125,32.2158203125,206.5986328125,1549.197265625,43.0986328125,103.298828125,21.548828125,85.548828125,229.798828125,-10.45068359375
626.0,103.1875,102.9375,81.6044921875,209.6044921875,32.3544921875,206.3759765625,1550.751953125,43.3759765625,103.1875,21.4375,85.4375,229.6875,-10.31201171875
627.0,103.1875,102.9375,81.6044921875,209.6044921875,32.3544921875,206.3759765625,1550.751953125,43.3759765625,103.1875,21.4375,85.4375,229.6875,-10.31201171875
628.0,103.07421875,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1552.298828125,43.6494140625,103.07421875,21.82421875,85.82421875,229.57421875,-10.17529296875
629.0,103.07421875,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1552.298828125,43.6494140625,103.07421875,21.82421875,85.82421875,229.57421875,-10.17529296875
630.0,102.958984375,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1553.837890625,43.9189453125,102.958984375,21.708984375,85.708984375,229.458984375,-10.04052734375
631.0,102.958984375,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1553.837890625,43.9189453125,102.958984375,21.708984375,85.708984375,229.458984375,-10.04052734375
632.0,102.841796875,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1555.369140625,44.1845703125,102.841796875,22.091796875,86.091796875,229.341796875,-9.90771484375
633.0,102.841796875,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1555.369140625,44.1845703125,102.841796875,22.091796875,86.091796875,229.341796875,-9.90771484375
634.0,102.72265625,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1556.892578125,44.4462890625,102.72265625,21.97265625,85.97265625,229.22265625,-9.77685546875
635.0,102.72265625,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1556.892578125,44.4462890625,102.72265625,21.97265625,85.97265625,229.22265625,-9.77685546875
636.0,102.6015625,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1558.408203125,44.7041015625,102.6015625,22.3515625,86.3515625,229.1015625,-9.64794921875
637.0,102.6015625,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1558.408203125,44.7041015625,102.6015625,22.3515625,86.3515625,229.1015625,-9.64794921875
638.0,102.478515625,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1559.916015625,44.9580078125,102.478515625,22.228515625,86.228515625,228.978515625,-9.52099609375
639.0,102.478515625,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1559.916015625,44.9580078125,102.478515625,22.228515625,86.228515625,228.978515625,-9.52099609375
640.0,102.353515625,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1561.416015625,45.2080078125,102.353515625,22.603515625,86.603515625,228.853515625,-9.39599609375
641.0,102.353515625,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1561.416015625,45.2080078125,102.353515625,22.603515625,86.603515625,228.853515625,-9.39599609375
642.0,102.2265625,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1562.908203125,45.4541015625,102.2265625,22.4765625,86.4765625,228.7265625,-9.27294921875
643.0,102.2265625,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1562.908203125,45.4541015625,102.2265625,22.4765625,86.4765625,228.7265625,-9.27294921875
644.0,102.09765625,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1564.392578125,45.6962890625,102.09765625,22.84765625,86.84765625,228.59765625,-9.15185546875
645.0,102.09765625,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1564.392578125,45.6962890625,102.09765625,22.84765625,86.84765625,228.59765625,-9.15185546875
646.0,101.966796875,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1565.869140625,45.9345703125,101.966796875,22.716796875,86.716796875,228.466796875,-9.03271484375
647.0,101.966796875,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1565.869140625,45.9345703125,101.966796875,22.716796875,86.716796875,228.466796875,-9.03271484375
648.0,101.833984375,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1567.337890625,46.1689453125,101.833984375,23.083984375,87.083984375,228.333984375,-8.91552734375
649.0,101.833984375,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1567.337890625,46.1689453125,101.833984375,23.083984375,87.083984375,228.333984375,-8.91552734375
650.0,101.69921875,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1568.798828125,46.3994140625,101.69921875,22.94921875,86.94921875,228.19921875,-8.80029296875
651.0,101.69921875,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1568.798828125,46.3994140625,101.69921875,22.94921875,86.94921875,228.19921875,-8.80029296875
652.0,101.5625,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1570.251953125,46.6259765625,101.5625,23.3125,87.3125,228.0625,-8.68701171875
653.0,101.5625,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1570.251953125,46.6259765625,101.5625,23.3125,87.3125,228.0625,-8.68701171875
654.0,101.423828125,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1571.697265625,46.8486328125,101.423828125,23.173828125,87.173828125,227.923828125,-8.57568359375
655.0,101.423828125,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1571.697265625,46.8486328125,101.423828125,23.173828125,87.173828125,227.923828125,-8.57568359375
656.0,101.283203125,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1573.134765625,47.0673828125,101.283203125,23.533203125,87.533203125,227.783203125,-8.46630859375
657.0,101.283203125,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1573.134765625,47.0673828125,101.283203125,23.533203125,87.533203125,227.783203125,-8.46630859375
658.0,101.140625,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1574.564453125,47.2822265625,101.140625,23.390625,87.390625,227.640625,-8.35888671875
659.0,101.140625,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1574.564453125,47.2822265625,101.140625,23.390625,87.390625,227.640625,-8.35888671875
660.0,100.99609375,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1575.986328125,47.4931640625,100.99609375,23.74609375,87.74609375,227.49609375,-8.25341796875
661.0,100.99609375,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1575.986328125,47.4931640625,100.99609375,23.74609375,87.74609375,227.49609375,-8.25341796875
662.0,100.849609375,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1577.400390625,47.7001953125,100.849609375,23.599609375,87.599609375,227.349609375,-8.14990234375
663.0,100.849609375,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1577.400390625,47.7001953125,100.849609375,23.599609375,87.599609375,227.349609375,-8.14990234375
664.0,100.701171875,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1578.806640625,47.9033203125,100.701171875,23.951171875,87.951171875,227.201171875,-8.04833984375
665.0,100.701171875,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1578.806640625,47.9033203125,100.701171875,23.951171875,87.951171875,227.201171875,-8.04833984375
