D,Rahimi,Sanyal,Chen,ZZhu,Zhu,Conventional,Yuan11,Yuan15,S1,S2,S3,S4,S5,Sanyal_98,Li
536.0,106.263671875,84.6806640625,212.6806640625,24.1806640625,212.5283203125,1473.056640625,27.0283203125,106.263671875,106.263671875,13.513671875,-18.48583984375,45.51416015625,13.51416015625,21.1806640625,26.263671875
537.0,106.263671875,84.6806640625,212.6806640625,24.1806640625,212.5283203125,1473.056640625,27.0283203125,106.263671875,106.263671875,13.513671875,-18.48583984375,45.51416015625,13.51416015625,21.1806640625,26.263671875
538.0,105.98828125,84.6552734375,212.6552734375,24.4052734375,212.4775390625,1474.955078125,27.4775390625,106.23828125,106.23828125,13.48828125,-18.26123046875,45.73876953125,13.73876953125,21.1552734375,26.23828125
539.0,105.98828125,84.6552734375,212.6552734375,24.4052734375,212.4775390625,1474.955078125,27.4775390625,106.23828125,106.23828125,13.48828125,-18.26123046875,45.73876953125,13.73876953125,21.1552734375,26.23828125
540.0,105.9609375,84.6279296875,212.6279296875,24.6279296875,212.4228515625,1476.845703125,27.9228515625,106.2109375,106.2109375,13.9609375,-18.03857421875,45.96142578125,13.96142578125,21.1279296875,26.2109375
541.0,105.9609375,84.6279296875,212.6279296875,24.6279296875,212.4228515625,1476.845703125,27.9228515625,106.2109375,106.2109375,13.9609375,-18.03857421875,45.96142578125,13.96142578125,21.1279296875,26.2109375
542.0,106.181640625,84.5986328125,212.5986328125,24.8486328125,212.3642578125,1478.728515625,28.3642578125,106.181640625,106.181640625,13.931640625,-17.81787109375,46.18212890625,14.18212890625,21.0986328125,26.181640625
543.0,106.181640625,84.5986328125,212.5986328125,24.8486328125,212.3642578125,1478.728515625,28.3642578125,106.181640625,106.181640625,13.931640625,-17.81787109375,46.18212890625,14.18212890625,21.0986328125,26.181640625
544.0,106.150390625,84.5673828125,212.5673828125,25.0673828125,212.3017578125,1480.603515625,28.8017578125,106.150390625,106.150390625,14.400390625,-17.59912109375,46.40087890625,14.40087890625,21.0673828125,26.150390625
545.0,106.150390625,84.5673828125,212.5673828125,25.0673828125,212.3017578125,1480.603515625,28.8017578125,106.150390625,106.150390625,14.400390625,-17.59912109375,46.40087890625,14.40087890625,21.0673828125,26.150390625
546.0,105.8671875,84.5341796875,212.5341796875,25.2841796875,212.2353515625,1482.470703125,29.2353515625,106.1171875,106.1171875,14.3671875,-17.38232421875,46.61767578125,14.61767578125,21.0341796875,26.1171875
547.0,105.8671875,84.5341796875,212.5341796875,25.2841796875,212.2353515625,1482.470703125,29.2353515625,106.1171875,106.1171875,14.3671875,-17.38232421875,46.61767578125,14.61767578125,21.0341796875,26.1171875
548.0,105.83203125,84.4990234375,212.4990234375,25.4990234375,212.1650390625,1484.330078125,29.6650390625,106.08203125,106.08203125,14.83203125,-17.16748046875,46.83251953125,14.83251953125,20.9990234375,26.08203125
549.0,105.83203125,84.4990234375,212.4990234375,25.4990234375,212.1650390625,1484.330078125,29.6650390625,106.08203125,106.08203125,14.83203125,-17.16748046875,46.83251953125,14.83251953125,20.9990234375,26.08203125
550.0,106.044921875,84.4619140625,212.4619140625,25.7119140625,212.0908203125,1486.181640625,30.0908203125,106.044921875,106.044921875,14.794921875,-16.95458984375,47.04541015625,15.04541015625,20.9619140625,26.044921875
551.0,106.044921875,84.4619140625,212.4619140625,25.7119140625,212.0908203125,1486.181640625,30.0908203125,106.044921875,106.044921875,14.794921875,-16.95458984375,47.04541015625,15.04541015625,20.9619140625,26.044921875
552.0,106.005859375,84.4228515625,212.4228515625,25.9228515625,212.0126953125,1488.025390625,30.5126953125,106.005859375,106.005859375,15.255859375,-16.74365234375,47.25634765625,15.25634765625,20.9228515625,26.005859375
553.0,106.005859375,84.4228515625,212.4228515625,25.9228515625,212.0126953125,1488.025390625,30.5126953125,106.005859375,106.005859375,15.255859375,-16.74365234375,47.25634765625,15.25634765625,20.9228515625,26.005859375
554.0,105.71484375,84.3818359375,212.3818359375,26.1318359375,211.9306640625,1489.861328125,30.9306640625,105.96484375,105.96484375,15.21484375,-16.53466796875,47.46533203125,15.46533203125,20.8818359375,25.96484375
555.0,105.71484375,84.3818359375,212.3818359375,26.1318359375,211.9306640625,1489.861328125,30.9306640625,105.96484375,105.96484375,15.21484375,-16.53466796875,47.46533203125,15.46533203125,20.8818359375,25.96484375
556.0,105.671875,84.3388671875,212.3388671875,26.3388671875,211.8447265625,1491.689453125,31.3447265625,105.921875,105.921875,15.671875,-16.32763671875,47.67236328125,15.67236328125,20.8388671875,25.921875
557.0,105.671875,84.3388671875,212.3388671875,26.3388671875,211.8447265625,1491.689453125,31.3447265625,105.921875,105.921875,15.671875,-16.32763671875,47.67236328125,15.67236328125,20.8388671875,25.921875
558.0,105.876953125,84.2939453125,212.2939453125,26.5439453125,211.7548828125,1493.509765625,31.7548828125,105.876953125,105.876953125,15.626953125,-16.12255859375,47.87744140625,15.87744140625,20.7939453125,25.876953125
559.0,105.876953125,84.2939453125,212.2939453125,26.5439453125,211.7548828125,1493.509765625,31.7548828125,105.876953125,105.876953125,15.626953125,-16.12255859375,47.87744140625,15.87744140625,20.7939453125,25.876953125
560.0,105.830078125,84.2470703125,212.2470703125,26.7470703125,211.6611328125,1495.322265625,32.1611328125,105.830078125,105.830078125,16.080078125,-15.91943359375,48.08056640625,16.08056640625,20.7470703125,25.830078125
561.0,105.830078125,84.2470703125,212.2470703125,26.7470703125,211.6611328125,1495.322265625,32.1611328125,105.830078125,105.830078125,16.080078125,-15.91943359375,48.08056640625,16.08056640625,20.7470703125,25.830078125
562.0,105.53125,84.1982421875,212.1982421875,26.9482421875,211.5634765625,1497.126953125,32.5634765625,105.78125,105.78125,16.03125,-15.71826171875,48.28173828125,16.28173828125,20.6982421875,25.78125
563.0,105.53125,84.1982421875,212.1982421875,26.9482421875,211.5634765625,1497.126953125,32.5634765625,105.78125,105.78125,16.03125,-15.71826171875,48.28173828125,16.28173828125,20.6982421875,25.78125
564.0,105.48046875,84.1474609375,212.1474609375,27.1474609375,211.4619140625,1498.923828125,32.9619140625,105.73046875,105.73046875,16.48046875,-15.51904296875,48.48095703125,16.48095703125,20.6474609375,25.73046875
565.0,105.48046875,84.1474609375,212.1474609375,27.1474609375,211.4619140625,1498.923828125,32.9619140625,105.73046875,105.73046875,16.48046875,-15.51904296875,48.48095703125,16.48095703125,20.6474609375,25.73046875
566.0,105.677734375,84.0947265625,212.0947265625,27.3447265625,211.3564453125,1500.712890625,33.3564453125,105.677734375,105.677734375,16.427734375,-15.32177734375,48.67822265625,16.67822265625,20.5947265625,25.677734375
567.0,105.677734375,84.0947265625,212.0947265625,27.3447265625,211.3564453125,1500.712890625,33.3564453125,105.677734375,105.677734375,16.427734375,-15.32177734375,48.67822265625,16.67822265625,20.5947265625,25.677734375
568.0,105.623046875,84.0400390625,212.0400390625,27.5400390625,211.2470703125,1502.494140625,33.7470703125,105.623046875,105.623046875,16.873046875,-15.12646484375,48.87353515625,16.87353515625,20.5400390625,25.623046875
569.0,105.623046875,84.0400390625,212.0400390625,27.5400390625,211.2470703125,1502.494140625,33.7470703125,105.623046875,105.623046875,16.873046875,-15.12646484375,48.87353515625,16.87353515625,20.5400390625,25.623046875
570.0,105.31640625,83.9833984375,211.9833984375,27.7333984375,211.1337890625,1504.267578125,34.1337890625,105.56640625,105.56640625,16.81640625,-14.93310546875,49.06689453125,17.06689453125,20.4833984375,25.56640625
571.0,105.31640625,83.9833984375,211.9833984375,27.7333984375,211.1337890625,1504.267578125,34.1337890625,105.56640625,105.56640625,16.81640625,-14.93310546875,49.06689453125,17.06689453125,20.4833984375,25.56640625
572.0,105.2578125,83.9248046875,211.9248046875,27.9248046875,211.0166015625,1506.033203125,34.5166015625,105.5078125,105.5078125,17.2578125,-14.74169921875,49.25830078125,17.25830078125,20.4248046875,25.5078125
573.0,105.2578125,83.9248046875,211.9248046875,27.9248046875,211.0166015625,1506.033203125,34.5166015625,105.5078125,105.5078125,17.2578125,-14.74169921875,49.25830078125,17.25830078125,20.4248046875,25.5078125
574.0,105.447265625,83.8642578125,211.8642578125,28.1142578125,210.8955078125,1507.791015625,34.8955078125,105.447265625,105.447265625,17.197265625,-14.55224609375,49.44775390625,17.44775390625,20.3642578125,25.447265625
575.0,105.447265625,83.8642578125,211.8642578125,28.1142578125,210.8955078125,1507.791015625,34.8955078125,105.447265625,105.447265625,17.197265625,-14.55224609375,49.44775390625,17.44775390625,20.3642578125,25.447265625
576.0,105.384765625,83.8017578125,211.8017578125,28.3017578125,210.7705078125,1509.541015625,35.2705078125,105.384765625,105.384765625,17.634765625,-14.36474609375,49.63525390625,17.63525390625,20.3017578125,25.384765625
577.0,105.384765625,83.8017578125,211.8017578125,28.3017578125,210.7705078125,1509.541015625,35.2705078125,105.384765625,105.384765625,17.634765625,-14.36474609375,49.63525390625,17.63525390625,20.3017578125,25.384765625
578.0,105.0703125,83.7373046875,211.7373046875,28.4873046875,210.6416015625,1511.283203125,35.6416015625,105.3203125,105.3203125,17.5703125,-14.17919921875,49.82080078125,17.82080078125,20.2373046875,25.3203125
579.0,105.0703125,83.7373046875,211.7373046875,28.4873046875,210.6416015625,1511.283203125,35.6416015625,105.3203125,105.3203125,17.5703125,-14.17919921875,49.82080078125,17.82080078125,20.2373046875,25.3203125
580.0,105.00390625,83.6708984375,211.6708984375,28.6708984375,210.5087890625,1513.017578125,36.0087890625,105.25390625,105.25390625,18.00390625,-13.99560546875,50.00439453125,18.00439453125,20.1708984375,25.25390625
581.0,105.00390625,83.6708984375,211.6708984375,28.6708984375,210.5087890625,1513.017578125,36.0087890625,105.25390625,105.25390625,18.00390625,-13.99560546875,50.00439453125,18.00439453125,20.1708984375,25.25390625
582.0,105.185546875,83.6025390625,211.6025390625,28.8525390625,210.3720703125,1514.744140625,36.3720703125,105.185546875,105.185546875,17.935546875,-13.81396484375,50.18603515625,18.18603515625,20.1025390625,25.185546875
583.0,105.185546875,83.6025390625,211.6025390625,28.8525390625,210.3720703125,1514.744140625,36.3720703125,105.185546875,105.185546875,17.935546875,-13.81396484375,50.18603515625,18.18603515625,20.1025390625,25.185546875
584.0,105.115234375,83.5322265625,211.5322265625,29.0322265625,210.2314453125,1516.462890625,36.7314453125,105.115234375,105.115234375,18.365234375,-13.63427734375,50.36572265625,18.36572265625,20.0322265625,25.115234375
585.0,105.115234375,83.5322265625,211.5322265625,29.0322265625,210.2314453125,1516.462890625,36.7314453125,105.115234375,105.115234375,18.365234375,-13.63427734375,50.36572265625,18.36572265625,20.0322265625,25.115234375
586.0,104.79296875,83.4599609375,211.4599609375,29.2099609375,210.0869140625,1518.173828125,37.0869140625,105.04296875,105.04296875,18.29296875,-13.45654296875,50.54345703125,18.54345703125,19.9599609375,25.04296875
587.0,104.79296875,83.4599609375,211.4599609375,29.2099609375,210.0869140625,1518.173828125,37.0869140625,105.04296875,105.04296875,18.29296875,-13.45654296875,50.54345703125,18.54345703125,19.9599609375,25.04296875
588.0,104.71875,83.3857421875,211.3857421875,29.3857421875,209.9384765625,1519.876953125,37.4384765625,104.96875,104.96875,18.71875,-13.28076171875,50.71923828125,18.71923828125,19.8857421875,24.96875
589.0,104.71875,83.3857421875,211.3857421875,29.3857421875,209.9384765625,1519.876953125,37.4384765625,104.96875,104.96875,18.71875,-13.28076171875,50.71923828125,18.71923828125,19.8857421875,24.96875
590.0,104.892578125,83.3095703125,211.3095703125,29.5595703125,209.7861328125,1521.572265625,37.7861328125,104.892578125,104.892578125,18.642578125,-13.10693359375,50.89306640625,18.89306640625,19.8095703125,24.892578125
591.0,104.892578125,83.3095703125,211.3095703125,29.5595703125,209.7861328125,1521.572265625,37.7861328125,104.892578125,104.892578125,18.642578125,-13.10693359375,50.89306640625,18.89306640625,19.8095703125,24.892578125
592.0,104.814453125,83.2314453125,211.2314453125,29.7314453125,209.6298828125,1523.259765625,38.1298828125,104.814453125,104.814453125,19.064453125,-12.93505859375,51.06494140625,19.06494140625,19.7314453125,24.814453125
593.0,104.814453125,83.2314453125,211.2314453125,29.7314453125,209.6298828125,1523.259765625,38.1298828125,104.814453125,104.814453125,19.064453125,-12.93505859375,51.06494140625,19.06494140625,19.7314453125,24.814453125
594.0,104.484375,83.1513671875,211.1513671875,29.9013671875,209.4697265625,1524.939453125,38.4697265625,104.734375,104.734375,18.984375,-12.76513671875,51.23486328125,19.23486328125,19.6513671875,24.734375
595.0,104.484375,83.1513671875,211.1513671875,29.9013671875,209.4697265625,1524.939453125,38.4697265625,104.734375,104.734375,18.984375,-12.76513671875,51.23486328125,19.23486328125,19.6513671875,24.734375
596.0,104.40234375,83.0693359375,211.0693359375,30.0693359375,209.3056640625,1526.611328125,38.8056640625,104.65234375,104.65234375,19.40234375,-12.59716796875,51.40283203125,19.40283203125,19.5693359375,24.65234375
597.0,104.40234375,83.0693359375,211.0693359375,30.0693359375,209.3056640625,1526.611328125,38.8056640625,104.65234375,104.65234375,19.40234375,-12.59716796875,51.40283203125,19.40283203125,19.5693359375,24.65234375
598.0,104.568359375,82.9853515625,210.9853515625,30.2353515625,209.1376953125,1528.275390625,39.1376953125,104.568359375,104.568359375,19.318359375,-12.43115234375,51.56884765625,19.56884765625,19.4853515625,24.568359375
599.0,104.568359375,82.9853515625,210.9853515625,30.2353515625,209.1376953125,1528.275390625,39.1376953125,104.568359375,104.568359375,19.318359375,-12.43115234375,51.56884765625,19.56884765625,19.4853515625,24.568359375
600.0,104.482421875,82.8994140625,210.8994140625,30.3994140625,208.9658203125,1529.931640625,39.4658203125,104.482421875,104.482421875,19.732421875,-12.26708984375,51.73291015625,19.73291015625,19.3994140625,24.482421875
601.0,104.482421875,82.8994140625,210.8994140625,30.3994140625,208.9658203125,1529.931640625,39.4658203125,104.482421875,104.482421875,19.732421875,-12.26708984375,51.73291015625,19.73291015625,19.3994140625,24.482421875
602.0,104.14453125,82.8115234375,210.8115234375,30.5615234375,208.7900390625,1531.580078125,39.7900390625,104.39453125,104.39453125,19.64453125,-12.10498046875,51.89501953125,19.89501953125,19.3115234375,24.39453125
603.0,104.14453125,82.8115234375,210.8115234375,30.5615234375,208.7900390625,1531.580078125,39.7900390625,104.39453125,104.39453125,19.64453125,-12.10498046875,51.89501953125,19.89501953125,19.3115234375,24.39453125
604.0,104.0546875,82.7216796875,210.7216796875,30.7216796875,208.6103515625,1533.220703125,40.1103515625,104.3046875,104.3046875,20.0546875,-11.94482421875,52.05517578125,20.05517578125,19.2216796875,24.3046875
605.0,104.0546875,82.7216796875,210.7216796875,30.7216796875,208.6103515625,1533.220703125,40.1103515625,104.3046875,104.3046875,20.0546875,-11.94482421875,52.05517578125,20.05517578125,19.2216796875,24.3046875
606.0,104.212890625,82.6298828125,210.6298828125,30.8798828125,208.4267578125,1534.853515625,40.4267578125,104.212890625,104.212890625,19.962890625,-11.78662109375,52.21337890625,20.21337890625,19.1298828125,24.212890625
607.0,104.212890625,82.6298828125,210.6298828125,30.8798828125,208.4267578125,1534.853515625,40.4267578125,104.212890625,104.212890625,19.962890625,-11.78662109375,52.21337890625,20.21337890625,19.1298828125,24.212890625
608.0,104.119140625,82.5361328125,210.5361328125,31.0361328125,208.2392578125,1536.478515625,40.7392578125,104.119140625,104.119140625,20.369140625,-11.63037109375,52.36962890625,20.36962890625,19.0361328125,24.119140625
609.0,104.119140625,82.5361328125,210.5361328125,31.0361328125,208.2392578125,1536.478515625,40.7392578125,104.119140625,104.119140625,20.369140625,-11.63037109375,52.36962890625,20.36962890625,19.0361328125,24.119140625
610.0,103.7734375,82.4404296875,210.4404296875,31.1904296875,208.0478515625,1538.095703125,41.0478515625,104.0234375,104.0234375,20.2734375,-11.47607421875,52.52392578125,20.52392578125,18.9404296875,24.0234375
611.0,103.7734375,82.4404296875,210.4404296875,31.1904296875,208.0478515625,1538.095703125,41.0478515625,104.0234375,104.0234375,20.2734375,-11.47607421875,52.52392578125,20.52392578125,18.9404296875,24.0234375
612.0,103.67578125,82.3427734375,210.3427734375,31.3427734375,207.8525390625,1539.705078125,41.3525390625,103.92578125,103.92578125,20.67578125,-11.32373046875,52.67626953125,20.67626953125,18.8427734375,23.92578125
613.0,103.67578125,82.3427734375,210.3427734375,31.3427734375,207.8525390625,1539.705078125,41.3525390625,103.92578125,103.92578125,20.67578125,-11.32373046875,52.67626953125,20.67626953125,18.8427734375,23.92578125
614.0,103.826171875,82.2431640625,210.2431640625,31.4931640625,207.6533203125,1541.306640625,41.6533203125,103.826171875,103.826171875,20.576171875,-11.17333984375,52.82666015625,20.82666015625,18.7431640625,23.826171875
615.0,103.826171875,82.2431640625,210.2431640625,31.4931640625,207.6533203125,1541.306640625,41.6533203125,103.826171875,103.826171875,20.576171875,-11.17333984375,52.82666015625,20.82666015625,18.7431640625,23.826171875
616.0,103.724609375,82.1416015625,210.1416015625,31.6416015625,207.4501953125,1542.900390625,41.9501953125,103.724609375,103.724609375,20.974609375,-11.02490234375,52.97509765625,20.97509765625,18.6416015625,23.724609375
617.0,103.724609375,82.1416015625,210.1416015625,31.6416015625,207.4501953125,1542.900390625,41.9501953125,103.724609375,103.724609375,20.974609375,-11.02490234375,52.97509765625,20.97509765625,18.6416015625,23.724609375
618.0,103.37109375,82.0380859375,210.0380859375,31.7880859375,207.2431640625,1544.486328125,42.2431640625,103.62109375,103.62109375,20.87109375,-10.87841796875,53.12158203125,21.12158203125,18.5380859375,23.62109375
619.0,103.37109375,82.0380859375,210.0380859375,31.7880859375,207.2431640625,1544.486328125,42.2431640625,103.62109375,103.62109375,20.87109375,-10.87841796875,53.12158203125,21.12158203125,18.5380859375,23.62109375
620.0,103.265625,81.9326171875,209.9326171875,31.9326171875,207.0322265625,1546.064453125,42.5322265625,103.515625,103.515625,21.265625,-10.73388671875,53.26611328125,21.26611328125,18.4326171875,23.515625
621.0,103.265625,81.9326171875,209.9326171875,31.9326171875,207.0322265625,1546.064453125,42.5322265625,103.515625,103.515625,21.265625,-10.73388671875,53.26611328125,21.26611328125,18.4326171875,23.515625
622.0,103.408203125,81.8251953125,209.8251953125,32.0751953125,206.8173828125,1547.634765625,42.8173828125,103.408203125,103.408203125,21.158203125,-10.59130859375,53.40869140625,21.40869140625,18.3251953125,23.408203125
623.0,103.408203125,81.8251953125,209.8251953125,32.0751953125,206.8173828125,1547.634765625,42.8173828125,103.408203125,103.408203125,21.158203125,-10.59130859375,53.40869140625,21.40869140625,18.3251953125,23.408203125
624.0,103.298828125,81.7158203125,209.7158203125,32.2158203125,206.5986328125,1549.197265625,43.0986328125,103.298828125,103.298828125,21.548828125,-10.45068359375,53.54931640625,21.54931640625,18.2158203125,23.298828125
625.0,103.298828125,81.7158203125,209.7158203125,32.2158203125,206.5986328125,1549.197265625,43.0986328125,103.298828125,103.298828125,21.548828125,-10.45068359375,53.54931640625,21.54931640625,18.2158203125,23.298828125
626.0,102.9375,81.6044921875,209.6044921875,32.3544921875,206.3759765625,1550.751953125,43.3759765625,103.1875,103.1875,21.4375,-10.31201171875,53.68798828125,21.68798828125,18.1044921875,23.1875
627.0,102.9375,81.6044921875,209.6044921875,32.3544921875,206.3759765625,1550.751953125,43.3759765625,103.1875,103.1875,21.4375,-10.31201171875,53.68798828125,21.68798828125,18.1044921875,23.1875
628.0,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1552.298828125,43.6494140625,103.07421875,103.07421875,21.82421875,-10.17529296875,53.82470703125,21.82470703125,17.9912109375,23.07421875
629.0,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1552.298828125,43.6494140625,103.07421875,103.07421875,21.82421875,-10.17529296875,53.82470703125,21.82470703125,17.9912109375,23.07421875
630.0,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1553.837890625,43.9189453125,102.958984375,102.958984375,21.708984375,-10.04052734375,53.95947265625,21.95947265625,17.8759765625,22.958984375
631.0,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1553.837890625,43.9189453125,102.958984375,102.958984375,21.708984375,-10.04052734375,53.95947265625,21.95947265625,17.8759765625,22.958984375
632.0,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1555.369140625,44.1845703125,102.841796875,102.841796875,22.091796875,-9.90771484375,54.09228515625,22.09228515625,17.7587890625,22.841796875
633.0,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1555.369140625,44.1845703125,102.841796875,102.841796875,22.091796875,-9.90771484375,54.09228515625,22.09228515625,17.7587890625,22.841796875
634.0,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1556.892578125,44.4462890625,102.72265625,102.72265625,21.97265625,-9.77685546875,54.22314453125,22.22314453125,17.6396484375,22.72265625
635.0,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1556.892578125,44.4462890625,102.72265625,102.72265625,21.97265625,-9.77685546875,54.22314453125,22.22314453125,17.6396484375,22.72265625
636.0,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1558.408203125,44.7041015625,102.6015625,102.6015625,22.3515625,-9.64794921875,54.35205078125,22.35205078125,17.5185546875,22.6015625
637.0,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1558.408203125,44.7041015625,102.6015625,102.6015625,22.3515625,-9.64794921875,54.35205078125,22.35205078125,17.5185546875,22.6015625
638.0,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1559.916015625,44.9580078125,102.478515625,102.478515625,22.228515625,-9.52099609375,54.47900390625,22.47900390625,17.3955078125,22.478515625
639.0,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1559.916015625,44.9580078125,102.478515625,102.478515625,22.228515625,-9.52099609375,54.47900390625,22.47900390625,17.3955078125,22.478515625
640.0,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1561.416015625,45.2080078125,102.353515625,102.353515625,22.603515625,-9.39599609375,54.60400390625,22.60400390625,17.2705078125,22.353515625
641.0,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1561.416015625,45.2080078125,102.353515625,102.353515625,22.603515625,-9.39599609375,54.60400390625,22.60400390625,17.2705078125,22.353515625
642.0,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1562.908203125,45.4541015625,102.2265625,102.2265625,22.4765625,-9.27294921875,54.72705078125,22.72705078125,17.1435546875,22.2265625
643.0,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1562.908203125,45.4541015625,102.2265625,102.2265625,22.4765625,-9.27294921875,54.72705078125,22.72705078125,17.1435546875,22.2265625
644.0,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1564.392578125,45.6962890625,102.09765625,102.09765625,22.84765625,-9.15185546875,54.84814453125,22.84814453125,17.0146484375,22.09765625
645.0,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1564.392578125,45.6962890625,102.09765625,102.09765625,22.84765625,-9.15185546875,54.84814453125,22.84814453125,17.0146484375,22.09765625
646.0,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1565.869140625,45.9345703125,101.966796875,101.966796875,22.716796875,-9.03271484375,54.96728515625,22.96728515625,16.8837890625,21.966796875
647.0,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1565.869140625,45.9345703125,101.966796875,101.966796875,22.716796875,-9.03271484375,54.96728515625,22.96728515625,16.8837890625,21.966796875
648.0,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1567.337890625,46.1689453125,101.833984375,101.833984375,23.083984375,-8.91552734375,55.08447265625,23.08447265625,16.7509765625,21.833984375
649.0,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1567.337890625,46.1689453125,101.833984375,101.833984375,23.083984375,-8.91552734375,55.08447265625,23.08447265625,16.7509765625,21.833984375
650.0,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1568.798828125,46.3994140625,101.69921875,101.69921875,22.94921875,-8.80029296875,55.19970703125,23.19970703125,16.6162109375,21.69921875
651.0,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1568.798828125,46.3994140625,101.69921875,101.69921875,22.94921875,-8.80029296875,55.19970703125,23.19970703125,16.6162109375,21.69921875
652.0,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1570.251953125,46.6259765625,101.5625,101.5625,23.3125,-8.68701171875,55.31298828125,23.31298828125,16.4794921875,21.5625
653.0,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1570.251953125,46.6259765625,101.5625,101.5625,23.3125,-8.68701171875,55.31298828125,23.31298828125,16.4794921875,21.5625
654.0,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1571.697265625,46.8486328125,101.423828125,101.423828125,23.173828125,-8.57568359375,55.42431640625,23.42431640625,16.3408203125,21.423828125
655.0,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1571.697265625,46.8486328125,101.423828125,101.423828125,23.173828125,-8.57568359375,55.42431640625,23.42431640625,16.3408203125,21.423828125
656.0,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1573.134765625,47.0673828125,101.283203125,101.283203125,23.533203125,-8.46630859375,55.53369140625,23.53369140625,16.2001953125,21.283203125
657.0,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1573.134765625,47.0673828125,101.283203125,101.283203125,23.533203125,-8.46630859375,55.53369140625,23.53369140625,16.2001953125,21.283203125
658.0,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1574.564453125,47.2822265625,101.140625,101.140625,23.390625,-8.35888671875,55.64111328125,23.64111328125,16.0576171875,21.140625
659.0,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1574.564453125,47.2822265625,101.140625,101.140625,23.390625,-8.35888671875,55.64111328125,23.64111328125,16.0576171875,21.140625
660.0,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1575.986328125,47.4931640625,100.99609375,100.99609375,23.74609375,-8.25341796875,55.74658203125,23.74658203125,15.9130859375,20.99609375
661.0,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1575.986328125,47.4931640625,100.99609375,100.99609375,23.74609375,-8.25341796875,55.74658203125,23.74658203125,15.9130859375,20.99609375
662.0,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1577.400390625,47.7001953125,100.849609375,100.849609375,23.599609375,-8.14990234375,55.85009765625,23.85009765625,15.7666015625,20.849609375
663.0,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1577.400390625,47.7001953125,100.849609375,100.849609375,23.599609375,-8.14990234375,55.85009765625,23.85009765625,15.7666015625,20.849609375
664.0,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1578.806640625,47.9033203125,100.701171875,100.701171875,23.951171875,-8.04833984375,55.95166015625,23.95166015625,15.6181640625,20.701171875
665.0,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1578.806640625,47.9033203125,100.701171875,100.701171875,23.951171875,-8.04833984375,55.95166015625,23.95166015625,15.6181640625,20.701171875
666.0,100.30078125,78.9677734375,206.9677734375,34.7177734375,201.1025390625,1580.205078125,48.1025390625,100.55078125,100.55078125,23.80078125,-7.94873046875,56.05126953125,24.05126953125,15.4677734375,20.55078125
667.0,100.30078125,78.9677734375,206.9677734375,34.7177734375,201.1025390625,1580.205078125,48.1025390625,100.55078125,100.55078125,23.80078125,-7.94873046875,56.05126953125,24.05126953125,15.4677734375,20.55078125
668.0,100.1484375,78.8154296875,206.8154296875,34.8154296875,200.7978515625,1581.595703125,48.2978515625,100.3984375,100.3984375,24.1484375,-7.85107421875,56.14892578125,24.14892578125,15.3154296875,20.3984375
